,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
4391,55,1957,lung cancer,October,2012,footballer,Georges Van Straelen,French,2.0
4392,83,1929,natural causes,October,2012,Episcopal priest and actor,Robert W. Castle,American,2.0
4393,85,1927,cancer,October,2012,Roman Catholic prelate Bishop of Carora,Eduardo Herrera Riera,Venezuelan,1.0
4394,89,1923,pneumonia,October,2012,politician member of the Maine House of Representatives,Rodney S. Quinn,American,5.0
4395,78,1934,heart attack,October,2012,television writer and producer,Bob Brunner,American,3.0
4396,92,1920,cancer,October,2012,public servant and diplomat Director of the Peace Corps,Jack Vaughn,American,49.0
4397,71,1941,cancer,October,2012,basketball player,Dan Tieman,American,5.0
4398,73,1939,after long illness,October,2012,linguist,Alexander Kibrik,Russian,1.0
4399,91,1921,pneumonia,October,2012,politician Governor of Maine,John H. Reed,American,6.0
4400,75,1937,cancer,October,2012,Roman Catholic prelate Apostolic Nuncio to Great Britain,Faustino Sainz MuÌ±oz,Spanish,10.0
4401,28,1984,traffic collision,November,2012,musician and singer,Mitch Lucker,American,11.0
4402,55,1957,bludgeoning,November,2012,baseball player,Pascual PÌ©rez,Dominican,4.0
4403,90,1922,heart failure,November,2012,journalist Saigon bureau chief for the Associated Press,Edwin Q. White,American,2.0
4404,78,1934,prostate cancer and diabetes,November,2012,Olympic gold medal-winning,Milt Campbell,American,8.0
4405,67,1945,kidney cancer,November,2012,politician U.S. Representative from Indiana,David L. Cornwell,American,2.0
4406,86,1926,natural causes,November,2012,judge,John C. Tyson,American,1.0
4407,87,1925,cancer,November,2012,American editor and journalist,Roger Wood,Belgian-born,4.0
4408,55,1957,traffic collision,November,2012,politician MP for Srikakulam,Kinjarapu Yerran Naidu,Indian,2.0
4409,89,1923,asthma,November,2012,politician Governor of Gujarat and Rajasthan,Kailashpati Mishra,Indian,12.0
4410,103,1909,stroke,November,2012,public servant Commissioner of the New York City Department of Welfare,James R. Dumpson,American,11.0
4411,74,1938,polyneuritis melaminosa and HCV,November,2012,singer actor and film director,Leonardo Favio,Argentine,4.0
4412,75,1937,cancer,November,2012,politician oversaw creation of CSIS Solicitor General,Bob Kaplan,Canadian,4.0
4413,67,1945,liver cancer,November,2012,Roman Catholic prelate Bishop of Geita,Aloysius Balina,Tanzanian,1.0
4414,92,1920,complications following operation,November,2012,actor,Clive Dunn,British,17.0
4415,68,1944,apparent heart attack,November,2012,judge NY Court of Appeals,Theodore T. Jones,American,3.0
4416,98,1914,heart ailment,November,2012,Orthodox hierarch Patriarch of All Bulgaria,Maxim of Bulgaria,Bulgarian,2.0
4417,26,1986,common cold,November,2012,bonobo involved in language studies,Panbanisha,American,8.0
4418,82,1930,complications of prostate cancer,November,2012,journalist and wine critic,Frank J. Prial,American,8.0
4419,92,1920,multiple organ failure,November,2012,Orthodox hierarch Metropolitan of Maronia and Komotini,Damaskinos Roumeliotis,Greek,1.0
4420,71,1941,Parkinson's disease,November,2012,musician and score writer,Richard Robbins,American,3.0
4421,88,1924,Alzheimer's disease,November,2012,football coach,Darrell Royal,American,15.0
4422,96,1916,natural causes,November,2012,voice actress,Lucille Bliss,American,10.0
4423,74,1938,prostate cancer,November,2012,footballer,Bobby Gilfillan,Scottish,2.0
4424,76,1936,cancer,November,2012,actor,Roger Hammond,British,4.0
4425,95,1917,natural causes,November,2012,baseball Hall of Fame general manager,Lee MacPhail,American,12.0
4426,80,1932,complications from a stroke,November,2012,lawyer and politician Prime Minister of the Slovak Socialist Republic,Milan €Îi€,Slovak,3.0
4427,83,1929,complications from a stroke,November,2012,actor,Iurie Darie,Romanian,6.0
4428,65,1947,heart and lung failure,November,2012,R&B singer,Major Harris,American,5.0
4429,75,1937,heart attack,November,2012,actress,Bobbi Jordan,American,3.0
4430,61,1951,cancer,November,2012,actress,Will van Kralingen,Dutch,1.0
4431,71,1941,heart attack,November,2012,actor,Bill Tarmey,British,20.0
4432,67,1945,lung disease,November,2012,politician Law Minister,Iqbal Haider,Pakistani,3.0
4433,65,1947,multiple organ failure,November,2012,politician MP for Durg,Tarachand Sahu,Indian,1.0
4434,80,1932,heart attack,November,2012,politician member of the Michigan House,Hal Ziegler,American,2.0
4435,71,1941,Mr,November,2012,American bodybuilder,Sergio Oliva,Cuban-born,12.0
4436,83,1929,pneumonia,November,2012,photographer,Walt Zeboski,American,2.0
4437,74,1938,cancer,November,2012,basketball coach,Murray Arnold,American,3.0
4438,46,1966,cancer,November,2012,footballer,Manuel PeÌ±a Escontrela,Spanish,6.0
4439,37,1975,leukemia,November,2012,footballer,Alexandro Alves do Nascimento,Brazilian,4.0
4440,52,1960,airstrike,November,2012,military leader,Ahmed Jabari,Palestinian,48.0
4441,84,1928,complications following surgery,November,2012,Roman Catholic prelate Bishop of Jales,LuÌ_z EugÌ»nio PÌ©rez,Brazilian,2.0
4442,58,1954,cardiac arrest,November,2012,footballer,ThÌ©ophile Abega,Cameroonian,5.0
4443,36,1976,beating and stabbing,November,2012,politician Mayor of Tiquicheo,MarÌ_a Santos Gorrostieta Salazar,Mexican,35.0
4444,29,1983,cardiac arrest,November,2012,rugby player,Maleli Kunavore,Fijian,2.0
4445,81,1931,heart attack,November,2012,politician Minister of Defence,K. C. Pant,Indian,4.0
4446,71,1941,Parkinson's disease and liver tumor,November,2012,Brazilian Roman Catholic prelate Bishop of SÌ£o Gabriel da Cachoeira,JosÌ© Song Sui-Wan,Chinese-born,2.0
4447,72,1940,complications from a heart attack,November,2012,jazz musician,Frode ThingnÌ_s,Norwegian,6.0
4448,95,1917,member,November,2012,politician,Alby Broadby,Australian,2.0
4449,66,1946,complications from a stroke,November,2012,politician Vice President,Aliu Mahama,Ghanaian,12.0
4450,89,1923,ovarian cancer,November,2012,First Lady of Michigan,Helen Milliken,American,3.0
4451,68,1944,throat cancer,November,2012,actress,Bonnie Lynn Fields,American,1.0
4452,85,1927,pneumonia,November,2012,businesswoman,Phoebe Hearst Cooke,American,3.0
4453,79,1933,cancer,November,2012,beauty pageant queen Miss America,Neva Jane Langley,American,3.0
4454,73,1939,Munich air disaster survivor,November,2012,footballer,Kenny Morgans,Welsh,5.0
4455,71,1941,cancer,November,2012,television director and producer,John Hefin,Welsh,6.0
4456,82,1930,lymphoma,November,2012,politician Senator from New Hampshire,Warren Rudman,American,16.0
4457,87,1925,lymphoma,November,2012,politician member of the Missouri House of Representatives,George D. Weber,American,3.0
4458,92,1920,internal bleeding,November,2012,Roman Catholic prelate Bishop of San Pablo,Pedro Bantigue y Natividad,Filipino,1.0
4459,60,1952,apparent heart attack,November,2012,publishing heir,David C. Copley,American,20.0
4460,68,1944,cancer,November,2012,politician member of the House of Representatives from New York,David O'Brien Martin,American,1.0
4461,89,1923,natural causes,November,2012,film and television editor,Dann Cahn,American,9.0
4462,62,1950,pancreatic neuroendocrine tumor,November,2012,Canadian politician MP for Vaudreuil,Nick Discepola,Italian-born,2.0
4463,81,1931,pancreatic cancer,November,2012,television chef,Mr. Food,American,7.0
4464,90,1922,Alzheimer's disease,November,2012,Jewish resistance member,Vladka Meed,Polish,14.0
4465,59,1953,leukemia,November,2012,actress,Deborah Raffin,American,8.0
4466,69,1943,uremia,November,2012,footballer,Wang Houjun,Chinese,3.0
4467,79,1933,stomach cancer,November,2012,African-born Australian novelist,Bryce Courtenay,South,14.0
4468,78,1934,pneumonia,November,2012,baseball player,Ken Rowe,American,1.0
4469,97,1915,heart failure,November,2012,design artist,Mel Shaw,American,2.0
4470,94,1918,first Badaga woman to graduate from college,November,2012,politician MP for Nilgiris,Akkamma Devi,Indian,1.0
4471,89,1923,cerebral hemorrhage,November,2012,baseball player,Chuck Diering,American,1.0
4472,81,1931,complications from throat cancer,November,2012,actor,Larry Hagman,American,49.0
4473,87,1925,cancer,November,2012,Canadian film producer,John Kemeny,Hungarian-born,3.0
4474,68,1944,complications from lung cancer,November,2012,Olympic silver,Nelson PrudÌ»ncio,Brazilian,4.0
4475,86,1926,chest ailment,November,2012,newspaper columnist,Ardeshir Cowasjee,Pakistani,8.0
4476,77,1935,cancer,November,2012,psychiatrist and author,Frank Pittman,American,13.0
4477,70,1942,cancer,November,2012,music producer and manager,Chris Stamp,British,29.0
4478,75,1937,complications of a stroke and diabetes,November,2012,singer,Earl Carroll,American,3.0
4479,73,1939,heart attack,November,2012,politician member of Wisconsin State Assembly,Lary J. Swoboda,American,4.0
4480,79,1933,heart disease,November,2012,football player,Jim Temp,American,4.0
4481,93,1919,hemorrhagic stroke,November,2012,doctor and Nobel laureate,Joseph Murray,American,11.0
4482,80,1932,cancer,November,2012,Broadway and film producer,Martin Richards,American,5.0
4483,87,1925,heart and kidney failure,November,2012,guitarist,Mickey Baker,American,11.0
4484,58,1954,heart attack,November,2012,media executive,Ìärik Izraelewicz,French,15.0
4485,95,1917,liver cancer,November,2012,union leader Executive Director of the Major League Baseball Players Association,Marvin Miller,American,37.0
4486,64,1948,brain cancer,November,2012,politician and lawyer member of the Mississippi State Senate,Bennie Turner,American,2.0
4487,68,1944,cancer,November,2012,footballer,JosÌ© Maria FidÌ©lis dos Santos,Brazilian,1.0
4488,82,1930,first Michigan Senator to be recalled,November,2012,politician member of Michigan House of Representatives,Philip Mastin,American,1.0
4489,51,1961,cancer,November,2012,film,Don Rhymer,American,2.0
4490,74,1938,natural causes,November,2012,actress,Susan Luckey,American,7.0
4491,90,1922,steel executive and philanthropist,November,2012,football player,Merv Pregulman,American,29.0
4492,65,1947,cancer,November,2012,politician member of the Massachusetts House of Representatives,Joyce Spiliotis,American,3.0
4493,82,1930,chronic pulmonary disease,November,2012,actor,Benjamin Tatar,American,4.0
4494,74,1938,complications of kidney disease,November,2012,American baseball player,Rogelio Ìlvarez,Cuban-born,17.0
4495,85,1927,cancer,November,2012,First Lady of Alabama,Jamelle Folsom,American,6.0
4496,92,1920,multiple organ failure,November,2012,politician Prime Minister,I. K. Gujral,Indian,49.0
4497,25,1987,suicide by gunshot,December,2012,football player,Jovan Belcher,American,57.0
4498,81,1931,leukaemia,December,2012,African judge Chief Justice,Arthur Chaskalson,South,10.0
4499,27,1985,complications of a heart defect,December,2012,footballer,Mitchell Cole,English,104.0
4500,64,1948,heart failure,December,2012,college basketball coach,Rick Majerus,American,24.0
4501,62,1950,natural causes,December,2012,television writer and producer,Reinhold Weege,American,4.0
4502,79,1933,multiple organ failure,December,2012,publisher,James R. Whelan,American,12.0
4503,62,1950,POEMS syndrome,December,2012,politician member of the North Carolina House of Representatives,Michael A. Gorman,American,6.0
4504,86,1926,long illness,December,2012,sociologist and writer Director of UNESCO's Youth Division,Ehsan Naraghi,Iranian,2.0
4505,60,1952,cancer,December,2012,visual effects producer,Eileen Moran,American,2.0
4506,46,1966,cancer,December,2012,Paralympic bronze medal-winning,Janet Shaw,Australian,9.0
4507,66,1946,cardiac arrest,December,2012,football player,Grady Allen,American,1.0
4508,90,1922,stroke,December,2012,Olympic ice hockey,Miroslav Kluc,Czech,1.0
4509,63,1949,edema,December,2012,football player,Larry Lawrence,American,5.0
4510,64,1948,cancer,December,2012,football player,John Ward,American,1.0
4511,91,1921,heart failure,December,2012,jazz pianist,Dave Brubeck,American,59.0
4512,92,1920,stroke,December,2012,Orthodox patriarch of the Greek Orthodox Church of Antioch,Ignatius IV of Antioch,Syrian,7.0
4513,35,1977,traffic collision,December,2012,Olympic,Yves NiarÌ©,French,3.0
4514,51,1961,heart attack,December,2012,Guinean politician Prime Minister,Miguel Abia Biteo BoricÌ_,Equatorial,5.0
4515,89,1923,cancer,December,2012,musician,Ed Cassidy,American,6.0
4516,57,1955,complications during surgery,December,2012,diplomat Ambassador to the United Kingdom,Karine Kazinian,Armenian,2.0
4517,61,1951,throat cancer,December,2012,guitarist,Huw Lloyd-Langton,British,3.0
4518,49,1963,heart attack,December,2012,diplomat and lawyer Minister of Foreign Affairs,Pedro Vaz,Uruguayan,3.0
4519,49,1963,colon cancer,December,2012,animator,Rusty Mills,American,2.0
4520,70,1942,heart attack,December,2012,diplomat Ambassador to Egypt,Shyam Lal Tabdar,Nepali,1.0
4521,25,1987,traffic collision,December,2012,football player,Jerry Brown,American,6.0
4522,57,1955,traffic collision,December,2012,Roman Catholic prelate Titular Archbishop of Naissus Apostolic Nuncio to CÌ«te d'Ivoire,Ambrose Madtha,Indian,8.0
4523,89,1923,infection,December,2012,astronomer and broadcaster,Sir Patrick Moore,British,123.0
4524,77,1935,cancer,December,2012,Olympic silver,AndrÌ© Nelis,Belgian,4.0
4525,48,1964,heart attack,December,2012,radio personality and record producer,Mike Triay,American,1.0
4526,81,1931,heart and kidney disease,December,2012,politician President,Iajuddin Ahmed,Bangladeshi,23.0
4527,82,1930,complications of blood clots,December,2012,television producer,Paul Rauch,American,3.0
4528,91,1921,Alzheimer's disease,December,2012,businessman,Erwin Tomash,American,10.0
4529,84,1928,liver cancer,December,2012,Roman Catholic prelate Bishop of Richmond,Walter Francis Sullivan,American,1.0
4530,56,1956,breast cancer,December,2012,golfer won du Maurier Classic,Colleen Walker,American,2.0
4531,82,1930,cancer,December,2012,radio host,Ray Briem,American,2.0
4532,75,1937,leukemia,December,2012,music and film executive President of A&M Records,Gil Friesen,American,6.0
4533,74,1938,complication from pneumonia,December,2012,actress,Natalya Kustinskaya,Russian,3.0
4534,62,1950,pancreatic cancer,December,2012,politician North Carolina State Senator,Edward Jones,American,4.0
4535,88,1924,complications of a stroke,December,2012,television broadcaster,Kenneth Kendall,British,9.0
4536,69,1943,heart failure,December,2012,Olympic champion,Klaus KÌ¦ste,German,2.0
4537,79,1933,Alzheimer's disease,December,2012,politician Newfoundland and Labrador House of Assembly member for St. George's,Hazel McIsaac,Canadian,4.0
4538,60,1952,helicopter crash,December,2012,general National Security Adviser,Owoye Andrew Azazi,Nigerian,17.0
4539,72,1940,cancer,December,2012,bureaucrat Director of the U.S. Census Bureau,C. Louis Kincannon,American,4.0
4540,78,1934,cancer,December,2012,police officer Pittsburgh Police Chief,Ralph Pampena,American,1.0
4541,64,1948,helicopter crash,December,2012,politician Governor of Kaduna State,Patrick Ibrahim Yakowa,Nigerian,16.0
4542,29,1983,traffic collision,December,2012,Olympic,IÌ±aki Lejarreta,Spanish,6.0
4543,88,1924,respiratory failure,December,2012,politician Senator from Hawaii,Daniel Inouye,American,53.0
4544,45,1967,stroke,December,2012,Olympic silver medal-winning,Arnaldo Mesa,Cuban,1.0
